"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USS0020K25S","1978-09-30","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   23",",,T",,
"USS0020K25S","1978-10-01","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   14",",,T",,
"USS0020K25S","1978-10-02","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   -1",",,T",,
"USS0020K25S","1978-10-03","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"    2",",,T",,
"USS0020K25S","1978-10-04","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"    3",",,T",,
"USS0020K25S","1978-10-05","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   70",",,T",,
"USS0020K25S","1978-10-06","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   -8",",,T",,
"USS0020K25S","1978-10-08","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"    4",",,T",,
"USS0020K25S","1978-10-09","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   26",",,T",,
"USS0020K25S","1978-10-10","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"    0",",,T",,
"USS0020K25S","1978-10-11","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   16",",,T",,
"USS0020K25S","1978-10-12","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   -1",",,T",,
"USS0020K25S","1978-10-13","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"    2",",,T",,
"USS0020K25S","1978-10-14","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   41",",,T",,
"USS0020K25S","1978-10-15","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   19",",,T",,
"USS0020K25S","1978-10-16","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"    9",",,T",,
"USS0020K25S","1978-10-17","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -17",",,T",,
"USS0020K25S","1978-10-18","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   -9",",,T",,
"USS0020K25S","1978-10-19","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -25",",,T",,
"USS0020K25S","1978-10-20","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   -9",",,T",,
"USS0020K25S","1978-10-21","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -31",",,T",,
"USS0020K25S","1978-10-22","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   39",",,T",,
"USS0020K25S","1978-10-23","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -10",",,T",,
"USS0020K25S","1978-10-24","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -33",",,T",,
"USS0020K25S","1978-10-25","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -39",",,T",,
"USS0020K25S","1978-10-26","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -31",",,T",,
"USS0020K25S","1978-10-27","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -15",",,T",,
"USS0020K25S","1978-10-28","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   33",",,T",,
"USS0020K25S","1978-10-29","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -34",",,T",,
"USS0020K25S","1978-10-30","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -28",",,T",,
"USS0020K25S","1978-10-31","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -54",",,T",,
"USS0020K25S","1978-11-01","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -25",",,T",,
"USS0020K25S","1978-11-02","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -49",",,T",,
"USS0020K25S","1978-11-03","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -36",",,T",,
"USS0020K25S","1978-11-05","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -42",",,T",,
"USS0020K25S","1978-11-06","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -36",",,T",,
"USS0020K25S","1978-11-07","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -37",",,T",,
"USS0020K25S","1978-11-08","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   56",",,T",,
"USS0020K25S","1978-11-09","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -44",",,T",,
"USS0020K25S","1978-11-10","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,," -100",",,T",,
"USS0020K25S","1978-11-11","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,," -155",",,T",,
"USS0020K25S","1978-11-12","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -62",",,T",,
"USS0020K25S","1978-11-13","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -11",",,T",,
"USS0020K25S","1978-11-14","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,," -151",",,T",,
"USS0020K25S","1978-11-15","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -53",",,T",,
"USS0020K25S","1978-11-16","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -49",",,T",,
"USS0020K25S","1978-11-17","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,," -101",",,T",,
"USS0020K25S","1978-11-18","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   18",",,T",,
"USS0020K25S","1978-11-19","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -11",",,T",,
"USS0020K25S","1978-11-20","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -33",",,T",,
"USS0020K25S","1978-11-21","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -74",",,T",,
"USS0020K25S","1978-11-22","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -52",",,T",,
"USS0020K25S","1978-11-23","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"  -94",",,T",,
"USS0020K25S","1978-11-24","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,," -113",",,T",,
"USS0020K25S","1978-11-25","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,," -134",",,T",,
"USS0020K25S","1978-11-26","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,," -127",",,T",,
"USS0020K25S","1978-11-27","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,," -111",",,T",,
"USS0020K25S","1978-11-28","39.14","-120.22","2028.4","WARD CREEK NUMBER 3, CA US",,,,,,,,,,,"   20",",,T",,
